Year,Month,Day,Country,State,Region,City,Latitude,Longitude,AttackType,Killed,Wounded,Target,Summary,Group,Target_type,Weapon_type
1970,1,13,United States,Washington,North America,Seattle,47.610786,-122.331306,Facility/Infrastructure Attack,0,0,"Fuson's Department Store, Seattle Washington","1/13/1970: Unknown perpetrators firebombed Fuson's Department Store in Seattle, Washington, United States.  There were no casualties but the store sustained an estimated $17,000 in damages.  Less than a week earlier, the store owner shot and killed an African American male attempting to rob the store.",Black Nationalists,Business,Incendiary
1970,1,14,United States,Illinois,North America,Champaign,40.116748,-88.23927,Facility/Infrastructure Attack,0,1,Champaign Police Department,"1/14/1970: Suspected Black militants threw two firebombs into the Champaign Police Department in Champaign, Illinois, United States.  The building was damaged and one police officer was severely burned.",Black Nationalists,Police,Incendiary
1970,1,19,United States,Washington,North America,Seattle,47.610786,-122.331306,Bombing/Explosion,0,0,"Liberal Arts and Garrand buildings, Seattle University","1/17/1970: Three African Americans were suspected of detonating a bomb on the Seattle University campus in Seattle, Washington, United States.  There were no casualties but the Liberal Arts and Garrand buildings sustained $2,200 in damages.",Black Nationalists,Educational Institution,Explosives
1970,1,19,United States,Washington,North America,Seattle,47.610786,-122.331306,Bombing/Explosion,0,0,Air Force R.O.T.C. at the University of Washington,"1/17/1970: Silas and Judith Bissell placed an explosive device in the vicinity of the Air Force R.O.T.C. at the University of Washington campus in Seattle, Washington, United States.  The device was discovered and subsequently disarmed.",Student Radicals,Military,Explosives
1970,1,19,United States,New Jersey,North America,Jersey City,40.717892,-74.067467,Facility/Infrastructure Attack,0,0,Headquarters,"1/19/1970: Unknown perpetrators ignited a fire at the Black Panther Party headquarters in Jersey City, New Jersey, United States.  Two hours later shots were fired at the building.  There were no casualties but the building sustained minor damages.",White extremists,Violent Political Party,Incendiary
1970,1,22,United States,Nebraska,North America,South Sioux City,42.47031,-96.413949,Bombing/Explosion,0,0,,"1/22/1970: Unknown perpetrators detonated an explosive device near a private home in South Sioux City, Nebraska, United States.  There were no casualties, however, a sizable hole was left in the house and windows were broken.  This attack was one of many instances of violence in South Sioux City during the Iowa Beef Packers strike.",Strikers,Private Citizens & Property,Explosives
1970,1,25,United States,Mississippi,North America,West Point,33.60651,-88.650419,Facility/Infrastructure Attack,0,0,Building used as a meeting place for African Americans.,"1/25/1970: Unknown perpetrators burnt down a building that was a meeting spot for African Americans in West Point, Mississippi, United States.  There were no injuries or fatalities.  The attack occurred amidst widespread disapproval of school desegregation by the White population of West Point.",White extremists,Private Citizens & Property,Incendiary
1970,1,25,United States,New York,North America,New York City,40.697132,-73.931351,Armed Assault,0,2,New York Police Officers responding to a call in Harlem,"1/25/1970: Responding to what authorities believe was a fake report to lure police to Manhattan, New York, United States, Patrolmen William Kivlehan and Ralph Bax were shot at from a rooftop by unknown perpetrators after they got out of their car.  Officer Kivlehan was hit five times and officer Bax was hit three times.  Both policemen survived.",Black Nationalists,Police,Firearms
1970,1,26,United States,Mississippi,North America,West Point,33.60651,-88.650419,Bombing/Explosion,0,0,Clay County Courthouse,"1/26/1970: Unknown African American assailants, unsatisfied with the courts decision on desegregation, threw a stick of dynamite at the Clay County Courthouse in West Point, Mississippi, United States.  There were no injuries or fatalities but the windows of the building were shattered.",Black Nationalists,Government (General),Explosives
1970,1,26,United States,New York,North America,New York City,40.697132,-73.931351,Armed Assault,0,0,New York Police Officer on patrol in Forest Hills,"1/26/1970: Police officer Joseph Blik was on foot patrol in Queens, New York, United States when two people in a car stopped to ask him for directions.  The perpetrators in the car immediately fired two shots at Officer Blik and then drove away.  Officer Blik was not hit.",Black Nationalists,Police,Firearms
1970,1,27,United States,Ohio,North America,Norwalk,41.241996,-82.615241,Facility/Infrastructure Attack,0,0,Selective Service office in Norwalk Ohio,"1/27/1970: Unknown perpetrators broke into the Selective Service Offices located at the Citizens Bank Building in Norwalk, Ohio, United States.  The perpetrators took out the draft records and set them on fire.  The attack caused an estimated $8,800 in damages.",Left-Wing Militants,Government (General),Incendiary
1970,1,28,United States,Washington,North America,Seattle,47.610786,-122.331306,Bombing/Explosion,0,0,Temple De Hirsch,"1/28/1970: Unknown perpetrators detonated an explosive device at Temple De Hirsch in Seattle, Washington, United States.  There were no casualties but the building sustained $1,000 in damages.  During this time period, there were numerous bombings in the Seattle area.",White extremists,Religious Figures/Institutions,Explosives
1970,1,30,United States,Nebraska,North America,South Sioux City,42.479999,-96.413046,Bombing/Explosion,0,0,,"1/30/1970: In a series of two incidents that were possibly related, unknown perpetrators detonated an explosive device at a building in South Sioux City, Nebraska, United States.  There were no casualties but the blast damaged the foundation of the building.  This attack was one of many instances of violence in South Sioux City during the Iowa Beef Packers strike.",Strikers,Unknown,Explosives
1970,1,30,United States,Nebraska,North America,South Sioux City,42.46634,-96.41405,Bombing/Explosion,0,0,A & B Boat Shop,"1/30/1970: In a series of two incidents that were possibly related, unknown perpetrators detonated an explosive device at the A & B Boat Shop in South Sioux City, Nebraska, United States.  There were no casualties but the blast caused $2,500 in damages.  This attack was one of many instances of violence in South Sioux City during the Iowa Beef Packers strike.",Strikers,Business,Explosives
1970,1,30,United States,Florida,North America,Coral Gables,25.720851,-80.277857,Facility/Infrastructure Attack,0,0,"Army R.O.T.C., University of Miami","1/20/1970: Unknown perpetrators firebombed the premises of the Army R.O.T.C. at the University of Miami in Coral Gables, Florida, United States.  There were no casualties but an Army personal carrier was damaged.  Two firebombs did not explode.",Student Radicals,Military,Incendiary
1970,1,31,United States,Colorado,North America,Denver,39.758968,-104.876305,Bombing/Explosion,0,0,"Police Band Building, Denver Colorado","1/31/1970: Unknown perpetrators bombed the Police Band Building in Denver, Colorado, United States.  There were no casualties but a restroom was damaged.",Unknown,Police,Explosives
1970,2,1,United States,Oregon,North America,Portland,45.511795,-122.675629,Facility/Infrastructure Attack,0,0,Selective Service office Local Board No. 28 in Portland Oregon,"2/1/1970: An unknown perpetrator broke into the Northeast Oregon building in Portland, Oregon, United States, which housed a Selective Service office and set fire to draft records.  About two hundred and fifty files were destroyed causing $4,189 in damage.",Left-Wing Militants,Government (General),Incendiary
1970,2,1,United States,Illinois,North America,Cairo,37.005105,-89.176269,Armed Assault,0,0,Illinois State Police in the Pyramid Courts housing project,"2/1/1970: Unknown perpetrators fired shots at an Illinois State Police Car that was patrolling the all-Black Pyramid Courts housing development in Cairo, Illinois, United States.  Three bullets struck the police car of Officers Harold Nelson and John Abercrombie.  Neither officer was injured but the windshield of vehicle car was shattered.",Black Nationalists,Police,Firearms
1970,2,2,United States,New York,North America,New York City,40.697132,-73.931351,Facility/Infrastructure Attack,0,0,Mays Department Store in Manhattan,"2/2/1970: An incendiary device was discovered at Mays department store in Manhattan, New York, United States.  The device was dismantled before it inflicted any damage.  The next day, two incendiary devices were discovered at other department stores in New York City.",Unknown,Business,Incendiary
1970,2,3,United States,New York,North America,New York City,40.697132,-73.931351,Facility/Infrastructure Attack,0,0,Alexander's Department Store in the Bronx,"2/3/1970: In a series of related attacks, an incendiary device was discovered and dismantled at Alexander's Department Store in the Bronx, New York, United States.",Unknown,Business,Incendiary
1970,2,3,United States,New York,North America,New York City,40.697132,-73.931351,Facility/Infrastructure Attack,0,0,Alexander's Department Store in Manhattan,"2/3/1970: In a series of related attacks, an incendiary device was ignited at Alexander's Department Store in Manhattan, New York, United States.  The device was immediately doused with water and did not cause any damage.",Unknown,Business,Incendiary
1970,2,4,United States,Ohio,North America,Akron,41.084195,-81.514059,Bombing/Explosion,0,0,,"2/4/1970: In an attack suspected of being connected with the Iowa Beef Packer's Strike, a dynamite bomb exploded near a parked car in Akron, Ohio, United States.  There were no casualties and the car sustained only minor damages.",Strikers,Private Citizens & Property,Explosives
1970,2,6,United States,Colorado,North America,Denver,39.758968,-104.876305,Bombing/Explosion,0,0,Denver City School Buses,"2/6/1970: Unknown anti-desegregationists detonated at least twelve dynamite bombs damaging thirty-nine vehicles, most of them school buses, in Denver, Colorado, United States.  There were no casualties.",Black Nationalists,Transportation,Explosives
1970,2,6,United States,Washington,North America,Seattle,47.610786,-122.331306,Bombing/Explosion,0,0,Fred Dore,"2/6/1970: Suspected White Racists detonated a bomb at the house of State Senator Fred Dore in Seattle, Washington, United States.  There were no casualties, but the house sustained major damages.  Dore was a White sympathizer of African American causes.",White extremists,Government (General),Explosives
1970,2,6,United States,Washington,North America,Seattle,47.610786,-122.331306,Bombing/Explosion,0,0,,"2/6/1970: Unknown perpetrators detonated a bomb at a synagogue in Seattle, Washington, United States.  There were no casualties but the building as well as surrounding residences sustained minor damage.   During this time period, there were numerous bombings in the Seattle area.",White extremists,Religious Figures/Institutions,Explosives
1970,2,6,United States,Puerto Rico,North America,Dorado,18.460791,-66.264884,Facility/Infrastructure Attack,0,0,Selective Service office in Dorado Puerto Rico,"2/6/1970: In a series of related events, the Armed Revolutionary Independence Movement (MIRA) claimed credit for igniting firebombs at a Selective Service office in Dorado, Puerto Rico.  There were no casualties and it is unknown if the firebombs caused any damage.",Armed Revolutionary Independence Movement (MIRA),Government (General),Incendiary
1970,2,6,United States,Puerto Rico,North America,Rio Piedras,18.386932,-66.061127,Facility/Infrastructure Attack,0,0,,"2/6/1970: In a series of related events, the Armed Revolutionary Independence Movement (MIRA) claimed credit for igniting firebombs at a General Electric facility in Rio Piedras, Puerto Rico.  There were no casualties and it is unknown if the firebombs caused any damage.",Armed Revolutionary Independence Movement (MIRA),Utilities,Incendiary
1970,2,6,United States,Puerto Rico,North America,Carolina,18.441963,-66.026316,Facility/Infrastructure Attack,0,0,San Juan Hotel,"2/6/1970: In a series of related events, the Armed Revolutionary Independence Movement (MIRA) claimed credit for igniting firebombs at Hotel San Juan in Carolina, Puerto Rico.  There were no casualties and it is unknown if the firebombs caused any damage.",Armed Revolutionary Independence Movement (MIRA),Business,Incendiary
1970,2,6,United States,Massachusetts,North America,Boston,42.3505,-71.105399,Facility/Infrastructure Attack,0,0,"R.O.T.C. office, Boston University","2/6/1970: Unknown perpetrators firebombed an R.O.T.C. office at Boston University in Boston, Massachusetts, United States.  There were no casualties but the resulting fire damaged the office.",Student Radicals,Military,Incendiary
1970,2,7,United States,Wisconsin,North America,Whitewater,42.838355,-88.743224,Facility/Infrastructure Attack,0,0,"Old Mail Hall, Wisconsin State College","2/7/1970: Unknown perpetrators set a fire in Old Mail Hall at Wisconsin State College in Whitewater, Wisconsin, United States.  There were no casualties but the building sustained an estimated $1,000,000 in damages.",Student Radicals,Educational Institution,Incendiary
1970,2,8,United States,New York,North America,New York City,40.697132,-73.931351,Bombing/Explosion,0,0,Queens General Electric Service Center,"2/8/1970: In a series of related events, the Armed Revolutionary Independence Movement (MIRA) claimed credit for bombing the General Electric Service Center in Queens, New York, United States.  There were no casualties but the building sustains minor damages.",Armed Revolutionary Independence Movement (MIRA),Business,Explosives
1970,2,8,United States,New York,North America,New York City,40.697132,-73.931351,Bombing/Explosion,0,0,Brooklyn General Electric Service Center,"2/8/1970: In a series of related events, the Armed Revolutionary Independence Movement (MIRA) claimed credit for bombing the General Electric Service Center in Brooklyn, New York, United States.  There are no casualties but the building sustains minor damages.",Armed Revolutionary Independence Movement (MIRA),Business,Explosives
1970,2,9,United States,New York,North America,New York City,40.697132,-73.931351,Bombing/Explosion,0,0,General Electric Headquarters,"2/9/1970: In a series of related events, a member of the Armed Revolutionary Independence Movement (MIRA) was suspected of placing a bomb at the General Electric Headquarters in Manhattan, New York, United States.   The bomb was discovered and subsequently removed.",Armed Revolutionary Independence Movement (MIRA),Business,Explosives
1970,2,9,United States,Ohio,North America,Batavia,39.07859,-84.179414,Bombing/Explosion,0,0,Leslie Jewel,"2/9/1970: Unknown perpetrators in Batavia, Ohio, United States, bombed two cars belonging to Leslie Jewel, an employee of General Electric that was not part of the union.  The automobiles were damaged, but there were no casualties.  There had been a recent labor strike at the nearby General Electric Evendale plant.",Strikers,Private Citizens & Property,Explosives
1970,2,11,United States,Michigan,North America,Ypsilanti,42.263414,-83.665281,Facility/Infrastructure Attack,0,0,,"2/11/1970: Unknown perpetrators threw a firebomb into a building at Washtenaw Community College in Ypsilanti, Michigan, United States.  There were no casualties, but the buildings sustained an estimated $2,500 in damages.",Student Radicals,Educational Institution,Incendiary
1970,2,13,United States,California,North America,Berkeley,37.874043,-122.280022,Bombing/Explosion,0,7,Police parking lot,,Unknown,Police,Explosives
1970,2,13,United States,California,North America,Berkeley,37.874043,-122.280022,Bombing/Explosion,0,7,Berkeley Police Station,"2/13/1970: Unknown perpetrators detonated two dynamite bombs in the parking lot of the Berkeley Police Station in California, United States, during a shift change.  Seven police officers were injured, three cars were destroyed, and windows were shattered at nearby buildings.",Black Nationalists,Police,Explosives
1970,2,15,United States,New York,North America,New York City,40.697132,-73.931351,Bombing/Explosion,0,0,"Chase Manhattan Bank, East Village Branch","7/15/1970: Unknown perpetrators bombed the Chase Manhattan Bank in Manhattan, New York, United States.  There were no casualties, however, the glass doors of the building and windows were shattered.",Left-Wing Militants,Business,Explosives
1970,2,15,United States,Oregon,North America,Eugene,44.04483,-123.072606,Facility/Infrastructure Attack,0,1,"R.O.T.C. storage area, University of Oregon","2/15/1970: Unknown perpetrators set fire to a building housing an R.O.T.C. storage area at the University of Oregon in Eugene, Oregon, United States.  One fireman was injured fighting the blaze and the men's physical education building sustained an estimated $350,000 in damages.  The incident took place a week after the university voted to retain the R.O.T.C. program.",Student Radicals,Military,Incendiary
1970,2,16,United States,California,North America,San Francisco,37.755363,-122.443352,Bombing/Explosion,1,0,police station,,Unknown,Police,Explosives
1970,2,16,United States,California,North America,Berkeley,37.874043,-122.280022,Bombing/Explosion,0,0,department store,,Unknown,Business,Explosives
1970,2,16,United States,California,North America,Berkeley,37.874043,-122.280022,Bombing/Explosion,0,0,department store,,Unknown,Business,Explosives
1970,2,16,United States,California,North America,San Francisco,37.755363,-122.443352,Armed Assault,0,0,San Francisco Police Officers,"2/16/1970: Four hours after a San Francisco Police Station was bombed in California, United States, a sniper took aim at three police officers.  However, police fired at the sniper before he could get a shot off.  The sniper and a companion fled the scene before being apprehended.",Left-Wing Militants,Police,Firearms
1970,2,17,United States,California,North America,Oakland,37.791927,-122.225906,Bombing/Explosion,0,0,Walter Boysen Paint Company,"2/17/1970: A day after bombings in San Francisco and Berkeley, twenty-four sticks of dynamite were discovered at Walter Boysen Paint Company in Oakland, California, United States.  The bombs never detonated.",Unknown,Business,Explosives
1970,2,17,United States,Maryland,North America,Buckeystown,39.334825,-77.431653,Bombing/Explosion,0,0,Power supply of the Frederick Maryland area,"2/17/1970: Unknown perpetrators bombed a power pole in Buckeystown, Maryland, United States.  There were no casualties, however, as a result of the bombing, five-hundred homes and two industrial facilities lost power.  Windows were also shattered in buildings a quarter of a mile a way.",Unknown,Utilities,Explosives
1970,2,17,United States,Louisiana,North America,Covington,30.493919,-90.132512,Bombing/Explosion,0,0,Covington High School,"2/17/1970: Unknown perpetrators detonated a bomb at Covington High School in Louisiana, United States.  There were no casualties but the building sustained minor damages.  The bombing took place six months before the school was integrated.",White extremists,Educational Institution,Explosives
1970,2,17,United States,Washington,North America,Seattle,47.610786,-122.331306,Bombing/Explosion,0,0,"Armory, University of Washington","2/17/1970: Unknown perpetrators placed a gasoline bomb underneath the Armory at the University of Washington in Seattle, United States.  The bomb did not explode and was later discovered and removed.",Student Radicals,Military,Explosives
1970,2,18,United States,Ohio,North America,Cleveland,41.479561,-81.675461,Bombing/Explosion,0,0,,"2/18/1970: Amidst a period racial strife at Cuyahoga Community College in Cleveland, Ohio, United States, unknown perpetrators detonated a bomb that damaged a car of a police officer working as a security guard.",Black Nationalists,Police,Explosives
1970,2,18,United States,California,North America,Vallejo,38.10083,-122.254954,Bombing/Explosion,0,0,,"2/18/1970: Booby trapped handgrenades were discovered wired to a car in the parking lot of the Vallejo Police Department in California, United States.  The device was deactivated.",Black Nationalists,Police,Explosives
1970,2,20,United States,Connecticut,North America,Hartford,41.763325,-72.674069,Facility/Infrastructure Attack,0,0,United States District Court of Connecticut,"2/20/1970: Unknown perpetrators threw a Molotov cocktail at a Federal Building that housed a United States Courthouse in Hartford, Connecticut, United States.  There were no casualties but the building sustained an estimated $450 in damages.",Left-Wing Militants,Government (General),Incendiary
1970,2,20,United States,New York,North America,New York City,40.697132,-73.931351,Facility/Infrastructure Attack,0,0,Columbia University International Law Library,"2/20/1970: Unknown perpetrators ignited a firebomb at the Columbia University International Law Library in Manhattan, New York, United States.  There were no casualties but the building sustained slight damages.",Student Radicals,Educational Institution,Incendiary
1970,2,20,United States,Washington,North America,Seattle,47.610786,-122.331306,Bombing/Explosion,0,0,"Construction site of Architecture School, University of Washington","2/20/1970: Unknown perpetrators placed two dynamite bombs at the construction site of the School of Architecture at the University of Washington in Seattle, Washington, United States.  Only one of the two bombs exploded causing little damage.  There were no casualties.",Student Radicals,Educational Institution,Explosives
1970,2,21,United States,New York,North America,New York City,40.697132,-73.931351,Facility/Infrastructure Attack,0,0,Charles Street Police Station,"2/21/1970: Unknown perpetrators threw a firebomb at a police car in front of the Charles Street Police Station in Greenwich, New York, United States.  Another bomb was thrown to the pavement  seventy-five feet away.  The attacks caused no damages or casualties.",Left-Wing Militants,Police,Incendiary
1970,2,21,United States,New York,North America,New York City,40.697132,-73.931351,Facility/Infrastructure Attack,0,0,Army Recruiting Booth and Navy Recruiting Booth,"2/21/1970: Two Military Recruiting Stations in the vicinity of Brooklyn College were firebombed by unknown perpetrators in New York, United States.  There were no casualties but the recruiting stations sustained minor damages before the fire was extinguished.",Left-Wing Militants,Military,Incendiary
1970,2,21,United States,New York,North America,New York City,40.697132,-73.931351,Bombing/Explosion,0,0,Judge John Murtagh and family,"2/21/1970: The Weathermen claimed credit for bombing the residence of State Supreme Court Justice John Murtagh New York, United States.  The attack caused no casualties but the house sustained minor damages.  Judge Murtagh was presiding over a trial of thirteen Black Panther members at the time.    Anti-Vietnam war and pro-Black Panther graffiti was left at the scene of the attack.","Weather Underground, Weathermen",Private Citizens & Property,Explosives
1970,2,21,United States,Colorado,North America,Denver,39.758968,-104.876305,Facility/Infrastructure Attack,0,0,James C. Perrill,"2/21/1970: Unknown perpetrators threw a firebomb into the residence of James C. Perrill in Denver, Colorado, United States.  There were no casualties and it is unknown if the house was damaged.  The attack occurred during heightened racial tensions due to the integration of Denver City Schools and Perrill was  a conservative school board member.",Black Nationalists,Private Citizens & Property,Incendiary
1970,2,22,United States,New York,North America,Ithaca,42.455233,-76.475847,Facility/Infrastructure Attack,0,0,Dormitory housing Black Women's Collective,"2/22/1970: Unknown perpetrators threw kerosene flare pots at the Wari House Dormitory which housed the Black Women's Cooperative at Cornell University in Ithaca, New York, United States.  The incendiary tossed at the dormitory failed to ignite, but an incendiary thrown through the window of a car parked in front of the dormitory burst into flames and caused minor damages to the vehicle.  There were no casualties.",White extremists,Educational Institution,Incendiary
1970,2,22,United States,Wisconsin,North America,Prairie du Sac,43.287052,-89.724361,Bombing/Explosion,0,0,"Wisconsin Power and Light Company substation, Prairie du Sac","2/22/1970: Karl Armstrong, a member of the New Years Gang, attempted to bomb the Wisconsin Power and Light substation in Prairie du Sac, Wisconsin, United States.  Carrying thirteen sticks of dynamite he broke into the substation, but fled the scene when a night security guard arrived unexpectedly.  The substation supplied power to the Badger Ammunition Plant.",New Year's Gang,Utilities,Explosives
1970,2,23,United States,Nebraska,North America,South Sioux City,42.47031,-96.413949,Bombing/Explosion,0,0,Power Transmission Pole in the Dakota City/Sioux City area,"2/23/1970: In a series of related attacks, unknown perpetrators bombed four separate power transmission poles in the Dakota City and Sioux City areas in Nebraska, United States.  There were no casualties and none of the dynamite blasts broke off any of the poles.   These attacks were one of many instances of violence in South Sioux City during the Iowa Beef Packers strike.",Strikers,Utilities,Explosives
1970,2,23,United States,Nebraska,North America,South Sioux City,42.47031,-96.413949,Bombing/Explosion,0,0,Power Transmission Pole in the Dakota City/Sioux City area,"2/23/1970: In a series of related attacks, unknown perpetrators bombed four separate power transmission poles in the Dakota City and Sioux City areas in Nebraska, United States.  There were no casualties and none of the dynamite blasts broke off any of the poles.   These attacks were one of many instances of violence in South Sioux City during the Iowa Beef Packers strike.",Strikers,Utilities,Explosives
1970,2,23,United States,Nebraska,North America,South Sioux City,42.47031,-96.413949,Bombing/Explosion,0,0,Power Transmission Pole in the Dakota City/Sioux City area,"2/23/1970: In a series of related attacks, unknown perpetrators bombed four separate power transmission poles in the Dakota City and Sioux City areas in Nebraska, United States.  There were no casualties and none of the dynamite blasts broke off any of the poles.   These attacks were one of many instances of violence in South Sioux City during the Iowa Beef Packers strike.",Strikers,Utilities,Explosives
1970,2,23,United States,Nebraska,North America,South Sioux City,42.47031,-96.413949,Bombing/Explosion,0,0,Power Transmission Pole in the Dakota City/Sioux City area,"2/23/1970: In a series of related attacks, unknown perpetrators bombed four separate power transmission poles in the Dakota City and Sioux City areas in Nebraska, United States.  There were no casualties and none of the dynamite blasts broke off any of the poles.   These attacks were one of many instances of violence in South Sioux City during the Iowa Beef Packers strike.",Strikers,Utilities,Explosives
1970,2,23,United States,Arizona,North America,Tucson,32.222232,-110.925752,Bombing/Explosion,0,0,"Selective Service Headquarters, Tucson Arizona.","2/23/1970: Unknown perpetrators detonated a dynamite bomb in front of the Selective Service Headquarters in Tucson, Arizona, United States. There were no casualties, however, all of the windows of the building shattered.",Left-Wing Militants,Military,Explosives
1970,2,24,United States,Colorado,North America,Denver,39.758968,-104.876305,Bombing/Explosion,0,0,Wilfred Keyes,"2/24/1970: Unknown perpetrators detonated a pipe bomb in front of the house of Wilfred Keyes in Denver, Colorado, United States.  There were no casualties, however, the front porch was destroyed and many windows were shattered.  Keyes was the lead plaintiff in a court case calling for the desegregation of Denver City Schools.",White extremists,Private Citizens & Property,Explosives
1970,2,24,United States,Illinois,North America,Champaign,40.101952,-88.227161,Facility/Infrastructure Attack,0,0,"R.O.T.C., University of Illinois","2/24/1970: Unknown perpetrators threw a Molotov cocktail into the Armory at the University of Illinois, Champaign-Urbana, United States.  There were no casualties but the firebomb caused $2,000 in damages.  The offices of the R.O.T.C. were located in the Armory",Student Radicals,Military,Incendiary
1970,2,27,United States,Colorado,North America,Boulder,40.007581,-105.265942,Bombing/Explosion,0,0,Institute of Behavioral Sciences,"2/27/1970: Unknown perpetrators detonated a bomb in the Behavioral Sciences Building at the University of Colorado at Boulder in Colorado, United States.  There were no casualties but the building was damaged.",Student Radicals,Educational Institution,Explosives
1970,3,1,United States,Colorado,North America,Boulder,40.007581,-105.265942,Bombing/Explosion,0,0,Air Force R.O.T.C. at University of Colorado,"3/1/1970: Unknown perpetrators bombed the office of the Air Force R.O.T.C. at the University of Colorado in Boulder, Colorado, United States.  There were no casualties but the R.O.T.C. training facility sustained an estimated $2,000 in damages.",Student Radicals,Military,Explosives
1970,3,1,United States,Colorado,North America,Colorado Springs,38.864281,-104.778412,Facility/Infrastructure Attack,0,0,"Selective Service Headquarters, Colorado Springs","3/1/1970: Unknown perpetrators firebombed the headquarters of the Selective Service in Colorado Springs, Colorado, United States.  There were no casualties but the building sustained moderate damages.",Left-Wing Militants,Military,Incendiary
1970,3,1,United States,Colorado,North America,Boulder,40.007581,-105.265942,Facility/Infrastructure Attack,0,0,Police Car,"3/1/1970: In a series of two incidents that were possibly related, unknown perpetrators firebombed a University of Colorado campus police vehicle in Boulder, Colorado, United States.  There were no casualties but the car was damaged.",Student Radicals,Police,Incendiary
1970,3,1,United States,Colorado,North America,Boulder,40.014986,-105.270546,Bombing/Explosion,0,0,Police Car,"3/2/1970: In a series of two incidents that were possibly related, unknown perpetrators bombed a city police car in Boulder, Colorado, United States.  There were no casualties but the car was damaged.",Left-Wing Militants,Police,Explosives
1970,3,2,United States,Ohio,North America,Cleveland,41.479561,-81.675461,Facility/Infrastructure Attack,0,0,Frank Schaeffer,"3/2/1970: Unknown perpetrators threw a Molotov cocktail into the house of Frank Schaeffer, the president of the Cleveland Fraternal Order of Police, in Cleveland, Ohio, United States.  There were no casualties but the fire caused an estimated $200 in damages.  Schaeffer had recently defended the actions of Cleveland Police Officers during the 1968 racial disorders.",Black Nationalists,Private Citizens & Property,Incendiary
